Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,For anthrophony studies,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,For bio- or geo-phony studies,Unnamed: 17,Unnamed: 18
Van Bree,"On the intriguing stranding of four Cuvier’s beaked whales, Ziphius cavirostris G",BIJDRAGEN TOT DE DIERKUNDE,1974,YES,NO,NO,NO,Ziphius cavirostris,Mammal,Odontocete,Other,Mortality,Observed mortality,No statistical test,NO,,,
Van Ginkel,Whistling in a noisy ocean: bottlenose dolphins adjust whistle frequencies in response to real-time ambient noise levels,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,2017,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Vazzana,"Noise elicits hematological stress parameters in Mediterranean damselfish (Chromis chromis, perciformes): A mesocosm study",FISH & SHELLFISH IMMUNOLOGY,2017,YES,NO,NO,NO,Chromis chromis,Fish,Fish,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Vazzana,"Underwater high frequency noise: Biological responses in sea urchin Arbacia lixula (Linnaeus, 1758)",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,2020,YES,NO,NO,NO,Arbacia lixula,Invert,Invertebrate,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Vazzana,Are mussels able to distinguish underwater sounds? Assessment of the reactions of Mytilus galloprovincialis after exposure to lab-generated acoustic signals,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,2016,YES,NO,NO,YES,Mytilus galloprovincialis,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,No significant effect,NO,,,
Vilela,Bayesian spatial modeling of cetacean sightings during a seismic acquisition survey,MARINE POLLUTION BULLETIN,2016,YES,NO,NO,NO,Multiple,Mammal,Mysticete,Seismic,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Visser,"Disturbance-specific social responses in long-finned pilot whales, Globicephala melas",SCIENTIFIC REPORTS,2016,YES,NO,NO,NO,Globicephala melas,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Voellmy,Acoustic noise reduces foraging success in two sympatric fish species via different mechanisms,ANIMAL BEHAVIOUR,2014,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Voellmy,Increased Noise Levels Have Different Impacts on the Anti-Predator Behaviour of Two Sympatric Fish Species,PLOS ONE,2014,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Evasion or startle,Significant effect,NO,,,
Wale,Noise negatively affects foraging and antipredator behaviour in shore crabs,ANIMAL BEHAVIOUR,2013,YES,NO,NO,NO,Carcinus maenas,Invert,Invertebrate,Vessel,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Wale,Size-dependent physiological responses of shore crabs to single and repeated playback of ship noise,BIOLOGY LETTERS,2013,YES,NO,NO,NO,Carcinus maenas,Invert,Invertebrate,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Wale,From DNA to ecological performance: Effects of anthropogenic noise on a reef-building mussel,SCIENCE OF THE TOTAL ENVIRONMENT,2019,YES,NO,NO,YES,Mytilus edulis,Invert,Invertebrate,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Wale,From DNA to ecological performance: Effects of anthropogenic noise on a reef-building mussel,SCIENCE OF THE TOTAL ENVIRONMENT,2019,YES,NO,NO,YES,Mytilus edulis,Invert,Invertebrate,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Walsh,Noise affects resource assessment in an invertebrate,BIOLOGY LETTERS,2017,YES,NO,NO,NO,Pagurus bernhardus,Invert,Invertebrate,Synthetic,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Wang,The diel rhythms of biosonar behavior in the Yangtze finless porpoise (Neophocaena asiaeorientalis asiaeorientalis) in the Port of the Yangtze River: The correlation between prey availability and boat traffic,PLOS ONE,2014,YES,NO,NO,NO,Neophocaena asiaeorientalis asiaeorientalis,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Waples,A field test of acoustic deterrent devices used to reduce interactions between bottlenose dolphins and a coastal gillnet fishery,BIOLOGICAL CONSERVATION,2013,YES,NO,NO,YES,Scomberomorus maculatus,Fish,Fish,ADD,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Waples,A field test of acoustic deterrent devices used to reduce interactions between bottlenose dolphins and a coastal gillnet fishery,BIOLOGICAL CONSERVATION,2013,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,ADD,Behavioural,Behavioural state change,Significant effect,NO,,,
Wardle,Effects of seismic air guns on marine fish,CONTINENTAL SHELF RESEARCH,2001,YES,NO,NO,NO,Multiple,Fish,Fish,Seismic,Behavioural,Evasion or startle,No statistical test,NO,,,
Watkins,SPERM WHALES (PHYSETER-CATODON) REACT TO PINGERS,DEEP-SEA RESEARCH,1974,YES,NO,NO,NO,Physeter catodon,Mammal,Odontocete,ADD,Behavioural,Vocalisation,No statistical test,NO,,,
Wei,The effects of continuously acoustical stress on cortisol in milkfish (Chanos chanos),GENERAL AND COMPARATIVE ENDOCRINOLOGY,2018,YES,NO,NO,NO,Chanos chanos,Fish,Fish,Infrastructure,Physiological,Physiological response,Significant effect,NO,,,
Weir,"Overt Responses of Humpback Whales ( Megaptera Sperm Whales ( Physeter macrocephalus ), and Atlantic Spotted Dolphins ( Stenella frontalis ) to Seismic Exploration off Angola",AQUATIC MAMMALS,2008,YES,NO,NO,YES,Megaptera novaeangliae,Mammal,Mysticete,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Weir,"Overt Responses of Humpback Whales ( Megaptera Sperm Whales ( Physeter macrocephalus ), and Atlantic Spotted Dolphins ( Stenella frontalis ) to Seismic Exploration off Angola",AQUATIC MAMMALS,2008,YES,NO,NO,YES,Lagenorhynchus acutus,Mammal,Odontocete,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Weir,Observations of marine turtles in relation to seismic airgun sound off Angola,MARINE TURTLE NEWSLETTER,2007,YES,NO,NO,NO,Multiple,Reptile,Reptile,Seismic,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Wensveen,Lack of behavioural responses of humpback whales (Megaptera novaeangliae) indicate limited effectiveness of sonar mitigation,JOURNAL OF EXPERIMENTAL BIOLOGY,2017,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Sonar,Behavioural,Evasion or startle,Significant effect,YES,,,
Wensveen,How effectively do horizontal and vertical response strategies of long-finned pilot whales reduce sound exposure from naval sonar?,MARINE ENVIRONMENTAL RESEARCH,2015,YES,NO,NO,NO,Globicephala melas,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Wensveen,Northern bottlenose whales in a pristine environment respond strongly to close and distant navy sonar signals,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2019,YES,NO,NO,NO,Hyperoodon ampullatus,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Wild,Field trials of an acoustic decoy to attract sperm whales away from commercial longline fishing vessels in western Gulf of Alaska,FISHERIES RESEARCH,2017,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Wilkens,Induction of settlement in mussel (Perna canaliculus) larvae by vessel noise,BIOFOULING,2012,YES,NO,NO,YES,Perna canaliculus,Invert,Invertebrate,Vessel,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Wilkens,Induction of settlement in mussel (Perna canaliculus) larvae by vessel noise,BIOFOULING,2012,YES,NO,NO,YES,Perna canaliculus,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,No significant effect,NO,,,
Williams,Severity of killer whale behavioral responses to ship noise: A dose-response study,MARINE POLLUTION BULLETIN,2014,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Evasion or startle,Significant effect,NO,,,
Williams,Behavioural responses of killer whales (Orcinus orca) to whale watching boats: opportunistic observations and experimental approaches,JOURNAL OF ZOOLOGY,2002,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Winsor,Analysis of the Spatial Distribution of Satellite-Tagged Sperm Whales (Physeter macrocephalus) in Close Proximity to Seismic Surveys in the Gulf of Mexico,AQUATIC MAMMALS,2017,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Seismic,Behavioural,Evasion or startle,No significant effect,NO,,,
Wisniewska,High rates of vessel noise disrupt foraging in wild harbour porpoises (Phocoena phocoena),PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Wright,Possible Causes of a Harbour Porpoise Mass Stranding in Danish Waters in 2005,PLOS ONE,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Mortality,Observed mortality,Significant effect,NO,,,
Wysocki,"Effects of aquaculture production noise on hearing, growth, and disease resistance of rainbow trout Oncorhynchus mykiss",AQUACULTURE,2007,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Other,Mortality,Observed mortality,No significant effect,NO,,,
Wysocki,"Effects of aquaculture production noise on hearing, growth, and disease resistance of rainbow trout Oncorhynchus mykiss",AQUACULTURE,2007,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Other,Physical,Altered hearing ability,No significant effect,NO,,,
Wysocki,"Effects of aquaculture production noise on hearing, growth, and disease resistance of rainbow trout Oncorhynchus mykiss",AQUACULTURE,2007,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Other,Physiological,Physiological response,No significant effect,NO,,,
Yazvenko,"Feeding of western gray whales during a seismic survey near Sakhalin Island, Russia",ENVIRONMENTAL MONITORING AND ASSESSMENT,2007,YES,NO,NO,NO,Eschrichtius robustus,Mammal,Mysticete,Seismic,Behavioural,Behavioural state change,No significant effect,NO,,,
Yazvenko,"Distribution and abundance of western gray whales during a seismic survey near Sakhalin Island, Russia",ENVIRONMENTAL MONITORING AND ASSESSMENT,2007,YES,NO,NO,NO,Eschrichtius robustus,Mammal,Mysticete,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Zhou,Changes of movement behavior and HSP70 gene expression in the hemocytes of the mud crab (Scylla paramamosain) in response to acoustic stimulation,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,2018,YES,NO,NO,YES,Scylla paramamosain,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Zhou,Changes of movement behavior and HSP70 gene expression in the hemocytes of the mud crab (Scylla paramamosain) in response to acoustic stimulation,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,2018,YES,NO,NO,YES,Scylla paramamosain,Invert,Invertebrate,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Gordon,Habitat degradation negatively affects auditory settlement behavior of coral reef fishes,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2018,NO,YES,NO,NO,,,,,,,,,Coral reefs,"Degradation makes reefs quieter, less attractive to settling fish",Significant effect
Gordon,Acoustic enrichment can enhance fish community development on degraded coral reef habitat,NATURE COMMUNICATIONS,2019,NO,YES,NO,NO,,,,,,,,,Coral reefs,Pre-bleaching soundscapes attract more settlement-stage fish than post-bleaching degraded soundscapes,Significant effect
Lecchini,Boat noise prevents soundscape-based habitat selection by coral planulae,SCIENTIFIC REPORTS,2018,NO,YES,NO,YES,,,,,,,,,Coral reef,Increased attraction to MPA sound than nMPA in coral planulae,Significant effect
Lillis,Soundscape manipulation enhances larval recruitment of a reef-building mollusk,PEERJ,2015,NO,YES,NO,NO,,,,,,,,,Oyster beds,Replaying oyster reef sounds increases recruitment to larval collectors relative to collectors in degraded areas with no healthy soundscape,Significant effect
Lillis,Variation in habitat soundscape characteristics influences settlement of a reef-building coral,PEERJ,2016,NO,YES,NO,NO,,,,,,,,,Coral reefs,Sounds from louder reefs cause more settlement of corals than those from quieter reefs,Significant effect
Lillis,Soundscapes influence the settlement of the common Caribbean coral Porites astreoides irrespective of light conditions,ROYAL SOCIETY OPEN SCIENCE,2018,NO,YES,NO,NO,,,,,,,,,Coral reef,"Quieter degraded reefs cause lower settlement of coral planulae than louder, healthy reefs",Significant effect
Rossi,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,BIOLOGY LETTERS,2016,NO,YES,NO,NO,,,,,,,,,Deep-sea vents,Reduced attraction of fish larvae to elevated-Co2 soundscape,Significant effect
